F13151,Sedatv/hyp/anxiolytc abuse w psychotic disorder w hallucin
F13159,"Sedatv/hyp/anxiolytc abuse w psychotic disorder, unsp"
F13180,"Sedative, hypnotic or anxiolytic abuse w anxiety disorder"
F13181,"Sedative, hypnotic or anxiolytic abuse w sexual dysfunction"
F13182,"Sedative, hypnotic or anxiolytic abuse w sleep disorder"
F13188,"Sedative, hypnotic or anxiolytic abuse w oth disorder"
F1319,"Sedative, hypnotic or anxiolytic abuse w unsp disorder"
F1320,"Sedative, hypnotic or anxiolytic dependence, uncomplicated"
F1321,"Sedative, hypnotic or anxiolytic dependence, in remission"
F13220,"Sedatv/hyp/anxiolytc dependence w intoxication, uncomp"
F13221,Sedatv/hyp/anxiolytc dependence w intoxication delirium
F13229,"Sedatv/hyp/anxiolytc dependence w intoxication, unsp"
F13230,"Sedatv/hyp/anxiolytc dependence w withdrawal, uncomplicated"
F13231,Sedatv/hyp/anxiolytc dependence w withdrawal delirium
F13232,Sedatv/hyp/anxiolytc depend w w/drawal w perceptual disturb
F13239,"Sedatv/hyp/anxiolytc dependence w withdrawal, unsp"
F1324,"Sedative, hypnotic or anxiolytic dependence w mood disorder"
F13250,Sedatv/hyp/anxiolytc depend w psychotic disorder w delusions
F13251,Sedatv/hyp/anxiolytc depend w psychotic disorder w hallucin
F13259,"Sedatv/hyp/anxiolytc dependence w psychotic disorder, unsp"
F1326,Sedatv/hyp/anxiolytc depend w persisting amnestic disorder
F1327,Sedatv/hyp/anxiolytc dependence w persisting dementia
F13280,Sedatv/hyp/anxiolytc dependence w anxiety disorder
F13281,Sedatv/hyp/anxiolytc dependence w sexual dysfunction
F13282,"Sedative, hypnotic or anxiolytic dependence w sleep disorder"
F13288,"Sedative, hypnotic or anxiolytic dependence w oth disorder"
F1329,"Sedative, hypnotic or anxiolytic dependence w unsp disorder"
F1390,"Sedative, hypnotic, or anxiolytic use, unsp, uncomplicated"
F13920,"Sedatv/hyp/anxiolytc use, unsp w intoxication, uncomplicated"
F13921,"Sedatv/hyp/anxiolytc use, unsp w intoxication delirium"
F13929,"Sedatv/hyp/anxiolytc use, unsp w intoxication, unsp"
F13930,"Sedatv/hyp/anxiolytc use, unsp w withdrawal, uncomplicated"
F13931,"Sedatv/hyp/anxiolytc use, unsp w withdrawal delirium"
F13932,"Sedatv/hyp/anxiolytc use, unsp w w/drawal w perceptl disturb"
F13939,"Sedatv/hyp/anxiolytc use, unsp w withdrawal, unsp"
F1394,"Sedative, hypnotic or anxiolytic use, unsp w mood disorder"
F13950,"Sedatv/hyp/anxiolytc use, unsp w psych disorder w delusions"
F13951,"Sedatv/hyp/anxiolytc use, unsp w psych disorder w hallucin"
F13959,"Sedatv/hyp/anxiolytc use, unsp w psychotic disorder, unsp"
F1396,"Sedatv/hyp/anxiolytc use, unsp w persist amnestic disorder"
F1397,"Sedatv/hyp/anxiolytc use, unsp w persisting dementia"
F13980,"Sedatv/hyp/anxiolytc use, unsp w anxiety disorder"
F13981,"Sedatv/hyp/anxiolytc use, unsp w sexual dysfunction"
F13982,"Sedative, hypnotic or anxiolytic use, unsp w sleep disorder"
F13988,"Sedative, hypnotic or anxiolytic use, unsp w oth disorder"
F1399,"Sedative, hypnotic or anxiolytic use, unsp w unsp disorder"
F1410,"Cocaine abuse, uncomplicated"
F1411,"Cocaine abuse, in remission"
F14120,"Cocaine abuse with intoxication, uncomplicated"
F14121,Cocaine abuse with intoxication with delirium
F14122,Cocaine abuse with intoxication with perceptual disturbance
F14129,"Cocaine abuse with intoxication, unspecified"
F1414,Cocaine abuse with cocaine-induced mood disorder
F14150,Cocaine abuse w cocaine-induc psychotic disorder w delusions
F14151,Cocaine abuse w cocaine-induc psychotic disorder w hallucin
F14159,"Cocaine abuse with cocaine-induced psychotic disorder, unsp"
F14180,Cocaine abuse with cocaine-induced anxiety disorder
F14181,Cocaine abuse with cocaine-induced sexual dysfunction
F14182,Cocaine abuse with cocaine-induced sleep disorder
F14188,Cocaine abuse with other cocaine-induced disorder
F1419,Cocaine abuse with unspecified cocaine-induced disorder
F1420,"Cocaine dependence, uncomplicated"
F1421,"Cocaine dependence, in remission"
F14220,"Cocaine dependence with intoxication, uncomplicated"
F14221,Cocaine dependence with intoxication delirium
F14222,Cocaine dependence w intoxication w perceptual disturbance
F14229,"Cocaine dependence with intoxication, unspecified"
F1423,Cocaine dependence with withdrawal
F1424,Cocaine dependence with cocaine-induced mood disorder
F14250,Cocaine depend w cocaine-induc psych disorder w delusions
F14251,Cocaine depend w cocaine-induc psychotic disorder w hallucin
F14259,"Cocaine dependence w cocaine-induc psychotic disorder, unsp"
F14280,Cocaine dependence with cocaine-induced anxiety disorder
F14281,Cocaine dependence with cocaine-induced sexual dysfunction
F14282,Cocaine dependence with cocaine-induced sleep disorder
F14288,Cocaine dependence with other cocaine-induced disorder
F1429,Cocaine dependence with unspecified cocaine-induced disorder
F1490,"Cocaine use, unspecified, uncomplicated"
F14920,"Cocaine use, unspecified with intoxication, uncomplicated"
F14921,"Cocaine use, unspecified with intoxication delirium"
F14922,"Cocaine use, unsp w intoxication with perceptual disturbance"
F14929,"Cocaine use, unspecified with intoxication, unspecified"
F1494,"Cocaine use, unspecified with cocaine-induced mood disorder"
F14950,"Cocaine use, unsp w cocaine-induc psych disorder w delusions"
F14951,"Cocaine use, unsp w cocaine-induc psych disorder w hallucin"
F14959,"Cocaine use, unsp w cocaine-induced psychotic disorder, unsp"
F14980,"Cocaine use, unsp with cocaine-induced anxiety disorder"
F14981,"Cocaine use, unsp with cocaine-induced sexual dysfunction"
F14982,"Cocaine use, unspecified with cocaine-induced sleep disorder"
F14988,"Cocaine use, unspecified with other cocaine-induced disorder"
F1499,"Cocaine use, unsp with unspecified cocaine-induced disorder"
F1510,"Other stimulant abuse, uncomplicated"
F1511,"Other stimulant abuse, in remission"
F15120,"Other stimulant abuse with intoxication, uncomplicated"
F15121,Other stimulant abuse with intoxication delirium
F15122,Oth stimulant abuse w intoxication w perceptual disturbance
F15129,"Other stimulant abuse with intoxication, unspecified"
F1514,Other stimulant abuse with stimulant-induced mood disorder
F15150,Oth stimulant abuse w stim-induce psych disorder w delusions
F15151,Oth stimulant abuse w stim-induce psych disorder w hallucin
F15159,"Oth stimulant abuse w stim-induce psychotic disorder, unsp"
F15180,Oth stimulant abuse with stimulant-induced anxiety disorder
F15181,Oth stimulant abuse w stimulant-induced sexual dysfunction
F15182,Other stimulant abuse with stimulant-induced sleep disorder
F15188,Other stimulant abuse with other stimulant-induced disorder
F1519,Other stimulant abuse with unsp stimulant-induced disorder
F1520,"Other stimulant dependence, uncomplicated"
F1521,"Other stimulant dependence, in remission"
F15220,"Other stimulant dependence with intoxication, uncomplicated"
F15221,Other stimulant dependence with intoxication delirium
F15222,Oth stimulant dependence w intox w perceptual disturbance
F15229,"Other stimulant dependence with intoxication, unspecified"
F1523,Other stimulant dependence with withdrawal
F1524,Oth stimulant dependence w stimulant-induced mood disorder
F15250,Oth stim depend w stim-induce psych disorder w delusions
F15251,Oth stimulant depend w stim-induce psych disorder w hallucin
F15259,"Oth stimulant depend w stim-induce psychotic disorder, unsp"
F15280,Oth stimulant dependence w stim-induce anxiety disorder
F15281,Oth stimulant dependence w stim-induce sexual dysfunction
F15282,Oth stimulant dependence w stimulant-induced sleep disorder
F15288,Oth stimulant dependence with oth stimulant-induced disorder
F1529,Oth stimulant dependence w unsp stimulant-induced disorder
F1590,"Other stimulant use, unspecified, uncomplicated"
F15920,"Other stimulant use, unsp with intoxication, uncomplicated"
F15921,"Other stimulant use, unspecified with intoxication delirium"
F15922,"Oth stimulant use, unsp w intox w perceptual disturbance"
F15929,"Other stimulant use, unsp with intoxication, unspecified"
F1593,"Other stimulant use, unspecified with withdrawal"
F1594,"Oth stimulant use, unsp with stimulant-induced mood disorder"
F15950,"Oth stim use, unsp w stim-induce psych disorder w delusions"
F15951,"Oth stim use, unsp w stim-induce psych disorder w hallucin"
F15959,"Oth stimulant use, unsp w stim-induce psych disorder, unsp"
F15980,"Oth stimulant use, unsp w stimulant-induced anxiety disorder"
F15981,"Oth stimulant use, unsp w stim-induce sexual dysfunction"
F15982,"Oth stimulant use, unsp w stimulant-induced sleep disorder"
F15988,"Oth stimulant use, unsp with oth stimulant-induced disorder"
F1599,"Oth stimulant use, unsp with unsp stimulant-induced disorder"
F1610,"Hallucinogen abuse, uncomplicated"
F1611,"Hallucinogen abuse, in remission"
F16120,"Hallucinogen abuse with intoxication, uncomplicated"
F16121,Hallucinogen abuse with intoxication with delirium
F16122,Hallucinogen abuse w intoxication w perceptual disturbance
F16129,"Hallucinogen abuse with intoxication, unspecified"
F1614,Hallucinogen abuse with hallucinogen-induced mood disorder
F16150,Hallucinogen abuse w psychotic disorder w delusions
F16151,Hallucinogen abuse w psychotic disorder w hallucinations
F16159,"Hallucinogen abuse w psychotic disorder, unsp"
F16180,Hallucinogen abuse w hallucinogen-induced anxiety disorder
F16183,Hallucign abuse w hallucign persisting perception disorder
F16188,Hallucinogen abuse with other hallucinogen-induced disorder
F1619,Hallucinogen abuse with unsp hallucinogen-induced disorder
F1620,"Hallucinogen dependence, uncomplicated"
F1621,"Hallucinogen dependence, in remission"
F16220,"Hallucinogen dependence with intoxication, uncomplicated"
F16221,Hallucinogen dependence with intoxication with delirium
F16229,"Hallucinogen dependence with intoxication, unspecified"
F1624,Hallucinogen dependence w hallucinogen-induced mood disorder
F16250,Hallucinogen dependence w psychotic disorder w delusions
F16251,Hallucinogen dependence w psychotic disorder w hallucin
F16259,"Hallucinogen dependence w psychotic disorder, unsp"
F16280,Hallucinogen dependence w anxiety disorder
F16283,Hallucign depend w hallucign persisting perception disorder
F16288,Hallucinogen dependence w oth hallucinogen-induced disorder
F1629,Hallucinogen dependence w unsp hallucinogen-induced disorder
F1690,"Hallucinogen use, unspecified, uncomplicated"
F16920,"Hallucinogen use, unsp with intoxication, uncomplicated"
F16921,"Hallucinogen use, unsp with intoxication with delirium"
F16929,"Hallucinogen use, unspecified with intoxication, unspecified"
F1694,"Hallucinogen use, unsp w hallucinogen-induced mood disorder"
F16950,"Hallucinogen use, unsp w psychotic disorder w delusions"
F16951,"Hallucinogen use, unsp w psychotic disorder w hallucinations"
F16959,"Hallucinogen use, unsp w psychotic disorder, unsp"
F16980,"Hallucinogen use, unsp w anxiety disorder"
F16983,"Hallucign use, unsp w hallucign persist perception disorder"
F16988,"Hallucinogen use, unsp w oth hallucinogen-induced disorder"
F1699,"Hallucinogen use, unsp w unsp hallucinogen-induced disorder"
F17200,"Nicotine dependence, unspecified, uncomplicated"
F17201,"Nicotine dependence, unspecified, in remission"
F17203,"Nicotine dependence unspecified, with withdrawal"
F17208,"Nicotine dependence, unsp, w oth nicotine-induced disorders"
F17209,"Nicotine dependence, unsp, w unsp nicotine-induced disorders"
F17210,"Nicotine dependence, cigarettes, uncomplicated"
F17211,"Nicotine dependence, cigarettes, in remission"
F17213,"Nicotine dependence, cigarettes, with withdrawal"
F17218,"Nicotine dependence, cigarettes, w oth disorders"
F17219,"Nicotine dependence, cigarettes, w unsp disorders"
F17220,"Nicotine dependence, chewing tobacco, uncomplicated"
F17221,"Nicotine dependence, chewing tobacco, in remission"
F17223,"Nicotine dependence, chewing tobacco, with withdrawal"
F17228,"Nicotine dependence, chewing tobacco, w oth disorders"
F17229,"Nicotine dependence, chewing tobacco, w unsp disorders"
F17290,"Nicotine dependence, other tobacco product, uncomplicated"
F17291,"Nicotine dependence, other tobacco product, in remission"
F17293,"Nicotine dependence, other tobacco product, with withdrawal"
F17298,"Nicotine dependence, oth tobacco product, w oth disorders"
F17299,"Nicotine dependence, oth tobacco product, w unsp disorders"
F1810,"Inhalant abuse, uncomplicated"
F1811,"Inhalant abuse, in remission"
F18120,"Inhalant abuse with intoxication, uncomplicated"
F18121,Inhalant abuse with intoxication delirium
F18129,"Inhalant abuse with intoxication, unspecified"
F1814,Inhalant abuse with inhalant-induced mood disorder
F18150,Inhalant abuse w inhalnt-induce psych disorder w delusions
F18151,Inhalant abuse w inhalnt-induce psych disorder w hallucin
F18159,"Inhalant abuse w inhalant-induced psychotic disorder, unsp"
F1817,Inhalant abuse with inhalant-induced dementia
F18180,Inhalant abuse with inhalant-induced anxiety disorder
F18188,Inhalant abuse with other inhalant-induced disorder
F1819,Inhalant abuse with unspecified inhalant-induced disorder
F1820,"Inhalant dependence, uncomplicated"
F1821,"Inhalant dependence, in remission"
F18220,"Inhalant dependence with intoxication, uncomplicated"
F18221,Inhalant dependence with intoxication delirium
F18229,"Inhalant dependence with intoxication, unspecified"
F1824,Inhalant dependence with inhalant-induced mood disorder
F18250,Inhalant depend w inhalnt-induce psych disorder w delusions
F18251,Inhalant depend w inhalnt-induce psych disorder w hallucin
F18259,"Inhalant depend w inhalnt-induce psychotic disorder, unsp"
F1827,Inhalant dependence with inhalant-induced dementia
F18280,Inhalant dependence with inhalant-induced anxiety disorder
F18288,Inhalant dependence with other inhalant-induced disorder
F1829,Inhalant dependence with unsp inhalant-induced disorder
F1890,"Inhalant use, unspecified, uncomplicated"
F18920,"Inhalant use, unspecified with intoxication, uncomplicated"
F18921,"Inhalant use, unspecified with intoxication with delirium"
F18929,"Inhalant use, unspecified with intoxication, unspecified"
F1894,"Inhalant use, unsp with inhalant-induced mood disorder"
F18950,"Inhalant use, unsp w inhalnt-induce psych disord w delusions"
F18951,"Inhalant use, unsp w inhalnt-induce psych disord w hallucin"
F18959,"Inhalant use, unsp w inhalnt-induce psychotic disorder, unsp"
F1897,"Inhalant use, unsp with inhalant-induced persisting dementia"
F18980,"Inhalant use, unsp with inhalant-induced anxiety disorder"
F18988,"Inhalant use, unsp with other inhalant-induced disorder"
F1899,"Inhalant use, unsp with unsp inhalant-induced disorder"
F1910,"Other psychoactive substance abuse, uncomplicated"
F1911,"Other psychoactive substance abuse, in remission"
F19120,"Oth psychoactive substance abuse w intoxication, uncomp"
F19121,Oth psychoactive substance abuse with intoxication delirium
F19122,Oth psychoactv substance abuse w intox w perceptual disturb
F19129,"Other psychoactive substance abuse with intoxication, unsp"
F1914,Oth psychoactive substance abuse w mood disorder
F19150,Oth psychoactv substance abuse w psych disorder w delusions
F19151,Oth psychoactv substance abuse w psych disorder w hallucin
F19159,"Oth psychoactive substance abuse w psychotic disorder, unsp"
F1916,Oth psychoactv substance abuse w persist amnestic disorder
F1917,Oth psychoactive substance abuse w persisting dementia
F19180,Oth psychoactive substance abuse w anxiety disorder
F19181,Oth psychoactive substance abuse w sexual dysfunction
F19182,Oth psychoactive substance abuse w sleep disorder
F19188,Oth psychoactive substance abuse w oth disorder
F1919,Oth psychoactive substance abuse w unsp disorder
F1920,"Other psychoactive substance dependence, uncomplicated"
F1921,"Other psychoactive substance dependence, in remission"
F19220,"Oth psychoactive substance dependence w intoxication, uncomp"
F19221,Oth psychoactive substance dependence w intox delirium
F19222,Oth psychoactv substance depend w intox w perceptual disturb
F19229,"Oth psychoactive substance dependence w intoxication, unsp"
F19230,"Oth psychoactive substance dependence w withdrawal, uncomp"
F19231,Oth psychoactive substance dependence w withdrawal delirium
F19232,Oth psychoactv sub depend w w/drawal w perceptl disturb
F19239,"Oth psychoactive substance dependence with withdrawal, unsp"
F1924,Oth psychoactive substance dependence w mood disorder
F19250,Oth psychoactv substance depend w psych disorder w delusions
F19251,Oth psychoactv substance depend w psych disorder w hallucin
F19259,"Oth psychoactv substance depend w psychotic disorder, unsp"
F1926,Oth psychoactv substance depend w persist amnestic disorder
F1927,Oth psychoactive substance dependence w persisting dementia
F19280,Oth psychoactive substance dependence w anxiety disorder
F19281,Oth psychoactive substance dependence w sexual dysfunction
F19282,Oth psychoactive substance dependence w sleep disorder
F19288,Oth psychoactive substance dependence w oth disorder
F1929,Oth psychoactive substance dependence w unsp disorder
F1990,"Other psychoactive substance use, unspecified, uncomplicated"
F19920,"Oth psychoactive substance use, unsp w intoxication, uncomp"
F19921,"Oth psychoactive substance use, unsp w intox w delirium"
F19922,"Oth psychoactv sub use, unsp w intox w perceptl disturb"
F19929,"Oth psychoactive substance use, unsp with intoxication, unsp"
F19930,"Oth psychoactive substance use, unsp w withdrawal, uncomp"
F19931,"Oth psychoactive substance use, unsp w withdrawal delirium"
F19932,"Oth psychoactv sub use, unsp w w/drawal w perceptl disturb"
F19939,"Other psychoactive substance use, unsp with withdrawal, unsp"
F1994,"Oth psychoactive substance use, unsp w mood disorder"
F19950,"Oth psychoactv sub use, unsp w psych disorder w delusions"
F19951,"Oth psychoactv sub use, unsp w psych disorder w hallucin"
F19959,"Oth psychoactv substance use, unsp w psych disorder, unsp"
F1996,"Oth psychoactv sub use, unsp w persist amnestic disorder"
F1997,"Oth psychoactive substance use, unsp w persisting dementia"
F19980,"Oth psychoactive substance use, unsp w anxiety disorder"
F19981,"Oth psychoactive substance use, unsp w sexual dysfunction"
F19982,"Oth psychoactive substance use, unsp w sleep disorder"
F19988,"Oth psychoactive substance use, unsp w oth disorder"
F1999,"Oth psychoactive substance use, unsp w unsp disorder"
F200,Paranoid schizophrenia
F201,Disorganized schizophrenia
F202,Catatonic schizophrenia
F203,Undifferentiated schizophrenia
F205,Residual schizophrenia
F2081,Schizophreniform disorder
F2089,Other schizophrenia
F209,"Schizophrenia, unspecified"
F21,Schizotypal disorder
F22,Delusional disorders
F23,Brief psychotic disorder
F24,Shared psychotic disorder
F250,"Schizoaffective disorder, bipolar type"
F251,"Schizoaffective disorder, depressive type"
F258,Other schizoaffective disorders
F259,"Schizoaffective disorder, unspecified"
F28,Oth psych disorder not due to a sub or known physiol cond
F29,Unsp psychosis not due to a substance or known physiol cond
F3010,"Manic episode without psychotic symptoms, unspecified"
F3011,"Manic episode without psychotic symptoms, mild"
F3012,"Manic episode without psychotic symptoms, moderate"
F3013,"Manic episode, severe, without psychotic symptoms"
F302,"Manic episode, severe with psychotic symptoms"
F303,Manic episode in partial remission
F304,Manic episode in full remission
F308,Other manic episodes
F309,"Manic episode, unspecified"
F310,"Bipolar disorder, current episode hypomanic"
F3110,"Bipolar disord, crnt episode manic w/o psych features, unsp"
F3111,"Bipolar disord, crnt episode manic w/o psych features, mild"
F3112,"Bipolar disord, crnt episode manic w/o psych features, mod"
F3113,"Bipolar disord, crnt epsd manic w/o psych features, severe"
F312,"Bipolar disord, crnt episode manic severe w psych features"
F3130,"Bipolar disord, crnt epsd depress, mild or mod severt, unsp"
F3131,"Bipolar disorder, current episode depressed, mild"
F3132,"Bipolar disorder, current episode depressed, moderate"
F314,"Bipolar disord, crnt epsd depress, sev, w/o psych features"
F315,"Bipolar disord, crnt epsd depress, severe, w psych features"
F3160,"Bipolar disorder, current episode mixed, unspecified"
F3161,"Bipolar disorder, current episode mixed, mild"
F3162,"Bipolar disorder, current episode mixed, moderate"
F3163,"Bipolar disord, crnt epsd mixed, severe, w/o psych features"
F3164,"Bipolar disord, crnt episode mixed, severe, w psych features"
F3170,"Bipolar disord, currently in remis, most recent episode unsp"
F3171,"Bipolar disord, in partial remis, most recent epsd hypomanic"
F3172,"Bipolar disord, in full remis, most recent episode hypomanic"
F3173,"Bipolar disord, in partial remis, most recent episode manic"
F3174,"Bipolar disorder, in full remis, most recent episode manic"
F3175,"Bipolar disord, in partial remis, most recent epsd depress"
F3176,"Bipolar disorder, in full remis, most recent episode depress"
F3177,"Bipolar disord, in partial remis, most recent episode mixed"
F3178,"Bipolar disorder, in full remis, most recent episode mixed"
F3181,Bipolar II disorder
F3189,Other bipolar disorder
F319,"Bipolar disorder, unspecified"
